,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mapping - ArchivesSpace Resource record SECTION,Resource Identifying Information,Resource Identifying Information,Resource Identifying Information,Archival Object Context Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Dates,Dates,Dates,Dates,Dates,Dates,Dates (2),Dates (2),Dates (2),Dates(2),Dates (2),Dates (2),Dates (3),Dates (3),Dates (3),Dates(3),Dates (3),Dates (3),Dates (4),Dates (4),Dates (4),Dates(4),Dates (4),Dates (4),Dates (5),Dates (5),Dates (5),Dates(5),Dates 53),Dates (5),Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,
,,mt839rq8746,,cj941yt5250,Defense Exhibit Von NEURATH No. 81,H-1805,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),5 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cj941yt5250,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,cs907kg3395,Defense Exhibit Von NEURATH No. 82,H-1806,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cs907kg3395,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,sn382xc7831,Defense Exhibit Von NEURATH No. 83,H-1807,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/sn382xc7831,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,zg430wx1301,Defense Exhibit Von NEURATH No. 84,H-1808,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),26 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/zg430wx1301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,gs339zw0848,Defense Exhibit Von NEURATH No. 85,H-1809,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/gs339zw0848,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,wy086jq3230,Defense Exhibit Von NEURATH No. 86,H-1810,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),6 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/wy086jq3230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,jh053qn2086,Defense Exhibit Von NEURATH No. 87,H-1811,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/jh053qn2086,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,ns974bp1532,Defense Exhibit Von NEURATH No. 88,H-1812,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),6 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/ns974bp1532,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,bv679jy5656,Defense Exhibit Von NEURATH No. 89,H-1813,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/bv679jy5656,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,qn991nv2972,Defense Exhibit Von NEURATH No. 91,H-1814,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/qn991nv2972,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,ds545xs7758,Defense Exhibit Von NEURATH No. 92,H-1815,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/ds545xs7758,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,rp735vx9788,Defense Exhibit Von NEURATH No. 94,H-1816,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/rp735vx9788,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,sm188pb7211,Defense Exhibit Von NEURATH No. 95,H-1817,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),5 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/sm188pb7211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,tr079hm0332,Defense Exhibit Von NEURATH No. 96,H-1818,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/tr079hm0332,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,wh635mb7968,Defense Exhibit Von NEURATH No. 97,H-1819,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),6 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/wh635mb7968,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,mt249nq8782,Defense Exhibit Von NEURATH No. 98,H-1820,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/mt249nq8782,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,vz377hc8302,Defense Exhibit Von NEURATH No. 99,H-1821,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/vz377hc8302,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,gw377zt0780,Defense Exhibit Von NEURATH No. 101,H-1822,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),5 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/gw377zt0780,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,jr071ks8616,Defense Exhibit Von NEURATH No. 102,H-1823,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/jr071ks8616,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,np152hk9986,Defense Exhibit Von NEURATH No. 104,H-1824,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/np152hk9986,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,pk978gr4975,Defense Exhibit Von NEURATH No. 105,H-1825,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),5 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/pk978gr4975,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,cf083zp9011,Defense Exhibit Von NEURATH No. 106,H-1826,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),5 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cf083zp9011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,cf132vf0482,Defense Exhibit Von NEURATH No. 107,H-1827,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cf132vf0482,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,rz686cs6616,Defense Exhibit Von NEURATH No. 108,H-1828,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/rz686cs6616,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,vy099qp8734,Defense Exhibit Von NEURATH No. 109,H-1829,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),6 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/vy099qp8734,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,wm329zf7351,Defense Exhibit Von NEURATH No. 112,H-1830,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),7 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/wm329zf7351,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,pp300xm0854,Defense Exhibit Von NEURATH No. 113,H-1831,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/pp300xm0854,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,wp030zh5723,Defense Exhibit Von NEURATH No. 116,H-1832,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),6 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/wp030zh5723,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,cp697rs2968,Defense Exhibit Von NEURATH No. 117,H-1833,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cp697rs2968,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,xg191hh4733,Defense Exhibit Von NEURATH No. 118,H-1834,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),3 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/xg191hh4733,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,rv733vj7122,Defense Exhibit Von NEURATH No. 119,H-1835,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),3 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/rv733vj7122,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,rg887rb7122,Defense Exhibit Von NEURATH No. 120,H-1836,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),3 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/rg887rb7122,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,br259dc9845,Defense Exhibit Von NEURATH No. 122,H-1837,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/br259dc9845,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,dy916th9496,Defense Exhibit Von NEURATH No. 123,H-1838,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/dy916th9496,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,rg069sq9854,Defense Exhibit Von NEURATH No. 124,H-1839,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),4 pages,Folders,,,,,,,,text,box,14,,,,,,,,,,,,,,,,,https://purl.stanford.edu/rg069sq9854,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO EXHIBITS: In instances where an exhibit is loose in a folder, the pages of such exhibit have been counted manually",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
